# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"text","text_en","cmp_code","eu_code"
"Japan is a key partner of the United States and the U.S. -Japan alliance is an important foundation of peace, stability, security, and prosperity in Asia.",NA,"101",NA
"America supports an economically vibrant and open Japan that serves as an engine of expanding prosperity and trade in the Asia-Pacific region.",NA,"101",NA
"Republicans support an American policy in the Asia-Pacific region that looks to Japan to continue forging a leading role in regional and global affairs based on our common interests, our common values, and our close defense and diplomatic cooperation.",NA,"101",NA
"The Republic of Korea is a valued democratic ally of the United States.",NA,"101",NA
"Our two nations are maintaining vigilance toward North Korea while preparing our alliance to make contributions to the broader stability of the region over the longer term.",NA,"101",NA
"In concert with America's allies South Korea and Japan, and supported by China and Russia, our nation is leading the international community to speak with one voice to demand the complete, verifiable, and irreversible dismantlement of North Korea's nuclear programs.",NA,"101",NA
"Republicans support the Bush Administration's efforts to protect the peace on the Korean peninsula.",NA,"101",NA
"North Korea lies outside of the international system.",NA,"101",NA
"Americans have shed their blood to stop North Korean aggression before and remain prepared to resist aggression today.",NA,"101",NA
"After fighting together in both world wars, the United States forged a formal alliance with Australia.",NA,"101",NA
"Australians have stood shoulder to shoulder with Americans in every major conflict since - Korea, Vietnam, the Persian Gulf War, and now Operations Enduring Freedom and Iraqi Freedom.",NA,"101",NA
"Republicans hail the signing into law of the U.S. Australia Free Trade Agreement and look forward to building on more than 50 years of alliance cooperation to resolve regional and global problems.",NA,"101",NA
"American ties to the Philippines have been close for more than a hundred years.",NA,"101",NA
"We Republicans have supported the victory of Filipino democracy and cherish our continuing friendship with this great nation and its people who have been by our side in war and in peace.",NA,"101",NA
"Under President Bush's leadership, the United States has undertaken an historic transformation in its bilateral relationship with India, based upon his conviction that U.S. interests require a strong relationship between the world's largest democracies.",NA,"101",NA
"Since 2001, the United States has started with a view of India as a growing world power with which we have common security interests and a shared, fundamental commitment to political freedom and representative government.",NA,"101",NA
"Through a strong partnership with India, we can best address any differences and shape a dynamic future.",NA,"101",NA
"The prospects for that partnership were further enhanced by the announcement this January of the ""Next Steps in Strategic Partnership"" between the United States and India, a new effort to further deepen and accelerate cooperation between our two nations.",NA,"101",NA
"Republicans applaud India's move toward greater economic freedom.",NA,"401",NA
"We hold a common interest in the free flow of commerce, including through the vital sea lanes of the Indian Ocean.",NA,"401",NA
"Bilateral trade between the U.S. and India increased from $15. 9 billion in 2002 to nearly $18 billion in 2003, with U.S. exports to India increasing by 22 percent, the largest increase ever.",NA,"401",NA
"Finally, we share the commitment to fighting terrorism and creating a strategically stable Asia.",NA,"106",NA
"Republicans support President Bush's view that America must maintain forces in the Asia-Pacific region that reflect our commitments to our allies, our security requirements, our technological advances, and the strategic environment.",NA,"107",NA
"America will also build on stability provided by our Asian alliances, as well as with institutions such as ASEAN and the Asia-Pacific Economic Cooperation forum, to develop a mix of regional and bilateral strategies to advance progress and deepen our ties to the peoples of this region.",NA,"107",NA
"Republicans applaud President Bush for his leadership in dramatically refashioning America's relationship with Pakistan.",NA,"101",NA
"The United States and Pakistan are working closely in the fight against terror.",NA,"101",NA
"We endorse continued American support for Pakistan's security, economic, and social programs.",NA,"101",NA
"Republicans believe that America's relationship with China is an important part of our strategy to promote a stable, peaceful, and prosperous Asia-Pacific region.",NA,"101",NA
"We welcome the emergence of a strong, peaceful, and prosperous China.",NA,"101",NA
"The democratic development of China is crucial to that future.",NA,"101",NA
"Yet, a quarter-century after beginning the process of shedding the worst features of the Communist legacy, China's leaders have not yet made the next series of fundamental choices about the character of their state.",NA,"101",NA
"In pursuing advanced military capabilities that can threaten its neighbors in the Asia-Pacific region, China is following an outdated path that, in the end, will hamper its own pursuit of national greatness.",NA,"101",NA
"In time, China will find that social and political freedoms are the only source of that greatness.",NA,"101",NA
"Under President Bush's leadership, the United States has sought a constructive relationship with a changing China.",NA,"101",NA
"Our two nations have cooperated well where our interests overlap, including the current War on Terror and in promoting stability on the Korean peninsula.",NA,"101",NA
"Likewise, we have coordinated on the future of Afghanistan and have initiated a comprehensive dialogue on counterterrorism.",NA,"101",NA
"Shared health and environmental threats, such as the threat of HIV/AIDS, SARS, and other infectious diseases, challenge us to promote jointly the welfare of our citizens.",NA,"101",NA
"Addressing these transnational threats will challenge China to become more open with information, promote the development of civil society, enhance individual human rights, and end suppression of the media.",NA,"201",NA
"To make that nation accountable to its citizens' needs and aspirations, much work remains to be done.",NA,"201",NA
"Only by allowing the Chinese people to think, speak, assemble, and worship freely can China reach its full potential.",NA,"201",NA
"China has discovered that economic freedom leads to national wealth.",NA,"401",NA
"China's leaders will also discover that freedom is indivisible - that social and religious freedoms are also essential to national greatness and national dignity.",NA,"201",NA
"Eventually, men and women who are allowed to control their own wealth will insist on controlling their own lives and their own country.",NA,"201",NA
"Our important bilateral trade relationship has benefited from China's entry into the World Trade Organization, creating export opportunities and jobs for American farmers, workers, and companies.",NA,"401",NA
"The power of market principles and the WTO's requirements for transparency and accountability have bolstered openness and the rule of law in China.",NA,"401",NA
"Republicans support the commitment of President Bush and Republicans in Congress to ensure that China fulfills its WTO obligations.",NA,"401",NA
"There are, however, other areas in which we have profound disagreements, including human rights, China's observance of its nonproliferation commitments, and America's commitment to the self-defense of Taiwan under the Taiwan Relations Act.",NA,"201",NA
"We support President Bush's efforts to narrow differences where they exist but not to allow them to preclude cooperation where there is agreement.",NA,"101",NA
"The United States government's policy is that there is one China, as reflected in the three communiqués and the Taiwan Relations Act.",NA,"101",NA
"America opposes any unilateral decision by either China or Taiwan to change the status quo.",NA,"101",NA
"Republicans recognize that America's policy is based on the principle that there must be no use of force by China against Taiwan.",NA,"101",NA
"We deny the right of Beijing to impose its rule on the free Taiwanese people.",NA,"106",NA
"All issues regarding Taiwan's future must be resolved peacefully and must be agreeable to the people of Taiwan.",NA,"104",NA
"If China violates these principles and attacks Taiwan, then the United States will respond appropriately in accordance with the Taiwan Relations Act.",NA,"104",NA
"America will help Taiwan defend itself.",NA,"104",NA
"Republicans applaud President Bush and the Republican Congress for honoring our nation's promises to the people of Taiwan, a longstanding friend of the United States and a genuine democracy.",NA,"101",NA
"Taiwan deserves America's strong support, including the timely sale of defensive arms to enhance Taiwan's security.",NA,"101",NA
"In recognition of its growing importance in the global economy, Republicans applaud Taiwan's membership in the World Trade Organization and support its participation in the World Health Organization and other multilateral institutions.",NA,"101",NA
"America's relations with Vietnam are still overshadowed by two grave concerns.",NA,"102",NA
"The first is uncertainty concerning the Americans who became prisoners of war or were missing in action.",NA,"102",NA
"Republicans commend President Bush for enhancing efforts to obtain the fullest possible accounting for those still missing and for the repatriation of the remains of those who died in the cause of freedom.",NA,"102",NA
"The second is continued retribution by the government of Vietnam against its ethnic minorities and others who fought alongside our forces there.",NA,"102",NA
"The United States owes those individuals a debt of honor and will not be blind to their suffering.",NA,"102",NA
"The Republican Party is committed to democracy in Burma, and to Nobel Laureate Aung San Suu Kyi and other democratic leaders whose election in 1990 was brutally suppressed and who have been arrested and imprisoned for their belief in freedom and democracy.",NA,"201",NA
"Republicans share with her the view that the basic principles of human freedom and dignity are universal.",NA,"201",NA
"We are committed to working with our allies in Europe and Asia to maintain a firm and resolute opposition to the military junta in Rangoon.",NA,"201",NA
"Because of the strategic location and historical ties of the Pacific island nations to the United States, Republicans will continue to work closely with the countries of this region on a wide variety of issues of common concern.",NA,"101",NA
"Europe",NA,NA,NA
"Republicans applaud President Bush for the visionary agenda he set forth at the beginning of his Administration: the establishment of a Europe whole, free, and at peace.",NA,"101",NA
"That agenda is in the finest tradition of America's historical commitment to the freedom and security of Europe.",NA,"101",NA
"It builds on the legacy of the courageous and resolute leadership of Presidents Ronald Reagan and George H.W. Bush, through which the Cold War was won.",NA,"101",NA
"We hail the President's success in achieving unprecedented cooperation with Europe - at NATO, through the European Union, and with individual nations - in combating terrorism and proliferation of weapons of mass destruction, building peace and democracy in Afghanistan and Iraq, and advancing the cause of freedom, democracy, and opportunity throughout the broader Middle East and North Africa.",NA,"101",NA
"In particular, we are grateful for the close friendship and strong partnership with the United Kingdom, upholding the tradition of a special relationship between our two nations.",NA,"101",NA
"Together and with strong U.S. leadership, America and Europe are decisively confronting the greatest challenges and boldly seizing the historic opportunities of our time.",NA,"101",NA
"We believe that the security of the United States is inseparable from the security of Europe.",NA,"101",NA
"This enduring truth was reaffirmed by our European allies after the attacks of September 11, 2001, when NATO invoked its Article V self-defense clause for the first time in the history of the Alliance, recognizing that the attack on America was also an attack on the Alliance as a whole.",NA,"101",NA
"Republicans know that a strong NATO is the foundation of peace in Europe and beyond.",NA,"107",NA
"We commend NATO's leadership of the International Security Assistance Force in Afghanistan - a mission that has been led in the past by the United Kingdom, Turkey, Germany, and the Netherlands and is being supported by European partners such as Ireland, Albania, and Croatia.",NA,"107",NA
"We applaud the establishment of a NATO operation to train Iraqi security forces.",NA,"107",NA
"We hail those NATO nations and NATO partners that are contributing forces to Iraq, including the Polish-led division for which the Alliance has provided technical support.",NA,"107",NA
"Republicans remain steadfast supporters of NATO enlargement.",NA,"107",NA
"We recall that the leadership of a Republican Senate helped Poland, the Czech Republic, and Hungary return to the Euro-Atlantic Community through membership in the Alliance.",NA,"107",NA
"We hail the President's leadership in NATO's decision to welcome seven new democracies into the Alliance this year - Bulgaria, Estonia, Latvia, Lithuania, Romania, Slovakia, and Slovenia.",NA,"107",NA
"Republicans support the continued enlargement of NATO to include other democratic nations willing and able to share the burden of defending and advancing our common interests.",NA,"107",NA
"Republicans recognize and applaud the fact that especially since September 11, 2001, some of America's strongest allies and friends have been the democracies of Central and Eastern Europe - many of whom inspired the world during the Cold War by assaulting the Iron Curtain again and again until it finally crashed down forever.",NA,"101",NA
"Republicans hail the participation in the multinational coalition in Iraq of NATO members that joined the Alliance in 1999 and 2004 - Poland, Hungary, the Czech Republic, Bulgaria, Estonia, Latvia, Lithuania, Romania, and Slovakia - as well as the contributions of Ukraine, Georgia, Moldova, Albania, and Macedonia.",NA,"101",NA
"Through their dedication to the cause of security and freedom in Iraq, these nations - together with the United Kingdom, Italy, the Netherlands, Denmark, Portugal, and Norway - are demonstrating their commitment to the values shared by members of the transatlantic community.",NA,"101",NA
"We also applaud the contribution of forces in Iraq by Azerbaijan and Kazakhstan and support strengthening NATO's partnerships with these nations and their neighbors in the Caucasus and Central Asia.",NA,"101",NA
"President Bush is forging a new relationship with Russia based on the central reality that the United States and Russia are no longer strategic adversaries.",NA,"101",NA
"We hail the President's visionary leadership in reassessing the Anti-Ballistic Missile Treaty, which was a relic of the Cold War and treated Russia as an enemy.",NA,"101",NA
"The President has strengthened this new relationship by concluding the historic Moscow Treaty on Strategic Reductions, which will reduce the nuclear arsenals of our two nations to their lowest levels in decades.",NA,"105",NA
"President Bush is rightly refocusing the relationship on emerging and potential common interests and challenges, especially broadening our already extensive cooperation in the War on Terror and promoting beneficial bilateral trade and investment relations.",NA,"101",NA
"At the same time, Republicans believe that Russia's uneven commitment to the basic values of democracy remains a matter of great concern.",NA,"101",NA
"We continue to support the independence and stability of the states of the former Soviet Union in the belief that a prosperous and stable neighborhood will reinforce Russia's integration into the EuroAtlantic community.",NA,"101",NA
"Republicans recognize and hail President Bush's use of the prestige and influence of the United States to support the efforts of leaders in Ireland and the United Kingdom and the many other people of goodwill who are working to achieve a lasting and peaceful settlement in Northern Ireland.",NA,"106",NA
"We endorse President Bush's personal reaffirmation of America's commitment to the Good Friday Agreement and to its full and complete implementation, as expressed during his visit to Northern Ireland in April 2003.",NA,"106",NA
"We applaud the President's appointment of a Special Envoy for Northern Ireland, who is participating in the peace process and supporting efforts of Ireland and the United Kingdom to restore the democratic process in Northern Ireland.",NA,"106",NA
"We share the President's commitment that America's support for this vital work will continue.",NA,"106",NA
"Republicans support America's commitment to Northern Ireland's economic development, including our nation's contributions to the International Fund for Ireland and private U.S. investment in the North, with care to ensure fair employment and better opportunities for all.",NA,"101",NA
"Though the burdens of history weigh heavily upon that land, we cheer its people for taking the lead in building for themselves and for their children a future of peace and understanding.",NA,"101",NA
"Our Party continues to support a peaceful settlement for Cyprus and respect by all parties for the wishes of the Cypriot people.",NA,"101",NA
"A fair and lasting Cyprus settlement will benefit the people of Cyprus, as well as serve the interests of America and our allies, Greece and Turkey.",NA,"101",NA
"The Broader Middle East and North Africa",NA,NA,NA
"Republicans share President Bush's understanding that just as events in Europe determined the outcome of the Cold War, events in the broader Middle East will set the course for the victory of free nations in the War on Terror.",NA,"101",NA
"It is important to reaffirm that the war we wage against terrorists is not a battle of faiths.",NA,"705",NA
"As the home to millions of Muslim believers, America welcomes the valuable role of Muslim leaders in promoting peace.",NA,"705",NA
"We recognize that acts of violence against innocents violate the fundamental tenets of the Islamic faith.",NA,"705",NA
"We know that in this struggle against terrorism free nations have strong allies, of every faith, including millions of people in the Middle East who want to live in freedom.",NA,"201",NA
"As Republicans, we share the President's conviction that if that region grows in democracy, prosperity, and hope, the terrorist movement will lose its sponsors, lose its recruits, and lose the festering grievances that keep terrorists in business.",NA,"202",NA
"We affirm our support for President Bush's Forward Strategy of Freedom in the Middle East, as well as the Broader Middle East and North Africa Initiative adopted at the G-8 Summit this year.",NA,"201",NA
"Republicans support efforts by the President, Vice President, and Republican Congress to ensure that America takes the side of reformers who are committed to democratic change.",NA,"202",NA
"We support doubling the budget for the National Endowment for Democracy and focusing its new work on bringing free elections, free markets, free speech, and free labor unions to the Middle East.",NA,"202",NA
"We support the President's expansion of America's public diplomacy efforts, including the use of radio and television to broadcast uncensored information and a message of tolerance in Arabic and Persian to tens of millions of people.",NA,"201",NA
"We applaud the commitment represented by the President's Middle East Partnership Initiative, which funds economic, political, and educational reform efforts in the Middle East and champions opportunity for all people of the region, especially women and youth.",NA,"201",NA
"We are pleased that the momentum of freedom in the Middle East is beginning to benefit women.",NA,"201",NA
"In Afghanistan, women are preparing to vote in free elections, having participated in the drafting of a new constitution and taken on key responsibilities in a liberated nation.",NA,"201",NA
"Under the ruthless grip of the Taliban regime, Afghan girls were barred from getting an education, and women were banned from holding jobs and were publicly whipped when they did not follow the Taliban's rules.",NA,"201",NA
"Afghanistan's new constitution affords equal rights to all Afghan citizens, and Afghan women are now being integrated into the economic, social, and political life of their liberated country.",NA,"201",NA
"In Iraq, the systematic use of rape by Saddam Hussein's regime to dishonor families has ended, and the country's interim constitution guarantees all Iraqis the right to vote and makes it illegal to discriminate on the basis of gender, ethnicity, or religion.",NA,"201",NA
"As a fundamental element of the President's strategy, Republicans support the expansion of economic opportunities for the peoples of the Middle East, including through free trade.",NA,"401",NA
"We applaud the enactment of free trade agreements with Jordan and Morocco, and the completion of negotiations toward such an agreement with Bahrain.",NA,"401",NA
"We support the President's goal of a Middle East Free Trade Area by 2013 and highlight the conclusion of Trade and Investment Framework Agreements with Saudi Arabia, Kuwait, Qatar, the United Arab Emirates, Oman, and Tunisia, among others.",NA,"401",NA
"Republicans endorse continued assistance and support for countries that have made peace with Israel - led by Egypt and Jordan.",NA,"401",NA
"We applaud the actions of President Bush and the Republican Congress to provide both nations with new grants and loan guarantees to promote economic reform measures.",NA,"401",NA
"The Republican Party shares President Bush's commitment to the security of America's democratic ally Israel and the safety of the Israeli people.",NA,"101",NA
"We remain committed to ensuring that Israel maintains a qualitative edge in defensive technology over any potential adversaries.",NA,"101",NA
"We believe that terror attacks against Israelis are part of the same evil as the September 11, 2001, attacks against America.",NA,"101",NA
"We recognize Israel's right to defend itself in the face of homicide bombings and other attacks against the people of Israel.",NA,"101",NA
"We are very concerned about the escalation of anti-Semitic violence worldwide, including in Europe.",NA,"705",NA
"This violence has included physical assaults, use of weapons, arson of synagogues, and desecration of Jewish cemeteries and statues.",NA,"705",NA
"We are proud of President Bush's outspoken condemnation of anti-Semitism.",NA,"705",NA
"We share his conviction that anti-Semitism poisons public debates within democratic nations and that mankind must come together to fight such dark impulses.",NA,"705",NA
"We support President Bush's vision of two states, Israel and Palestine, living side by side in peace and security.",NA,"106",NA
"However, as he observed in his remarks of June 24, 2002, for such a vision to become a reality, Palestinians need a new leadership, not compromised by terror.",NA,"106",NA
"Like all other people, Palestinians deserve a government that serves their interests and listens to their voices.",NA,"106",NA
"If Palestinians embrace democracy and the rule of law, confront corruption, and firmly reject terror, they can count on American support for the creation of a Palestinian state.",NA,"106",NA
"The Bush Administration has been clear about the obligations of Arab nations in achieving peace in the Middle East.",NA,"106",NA
"Republicans agree with President Bush that Israel's plan to remove all settlements from Gaza and several settlements from the West Bank is a courageous step toward peace in the face of continuing terrorist violence.",NA,"106",NA
"This initiative can stimulate progress toward peace as laid out in the Road Map launched by President Bush.",NA,"106",NA
"Republicans commend the government of Israel for its desire to pursue peace, even in the face of continuing terrorist attacks.",NA,"106",NA
"This is demonstrated by steps Israel has taken, such as removing unauthorized outposts and improving the humanitarian situation by easing restrictions on the movement of Palestinians not engaged in terrorist activities.",NA,"106",NA
"Republicans agree with President Bush's assessment that an agreed, just, fair, and realistic framework for a solution to the Palestinian refugee issue, as part of any final status agreement, will need to be found through the establishment of a Palestinian state and the settling of Palestinian refugees there, rather than in Israel.",NA,"106",NA
"We also share the President's view that as part of a final peace settlement, it is unrealistic to expect that the outcome of final status negotiations will be a full and complete return to the armistice lines of 1949.",NA,"106",NA
"All previous efforts to negotiate a two-state solution have reached the same conclusion.",NA,"106",NA
"It is realistic to expect that any final status agreement will only be achieved on the basis of mutually agreed changes that reflect these realities.",NA,"106",NA
"Republicans continue to support moving the U.S. Embassy from Tel Aviv to Israel's capital, Jerusalem.",NA,"106",NA
"In Iran, we continue to see a government that represses its people, pursues weapons of mass destruction, and supports terror.",NA,"102",NA
"We also see Iranian citizens risking intimidation and death as they speak out for liberty, human rights, and democracy.",NA,"102",NA
"The Iranian people have a right to choose their own government and determine their own destiny.",NA,"102",NA
"We applaud President Bush's leadership in ensuring them that the United States supports their aspirations to live in freedom, including by broadcasting uncensored information to the Iranian people nearly 24 hours a day.",NA,"102",NA
"We also support the President's practice of forming policy toward Iran based on Iranian actions, not words, and applaud his Administration's progress in convincing America's friends and allies, most importantly in Europe, to join us in a firm, common approach to ending Iran's nuclear weapons programs.",NA,"102",NA
"Under President Bush's leadership, the United States and our European allies are speaking as plainly as possible to the Iranians, making it absolutely clear that the development of a nuclear weapon in Iran is intolerable to the international community.",NA,"102",NA
"USHERING IN AN OWNERSHIP ERA",NA,NA,NA
"""The role of government is not to control or dominate the lives of our citizens.",NA,NA,NA
"The role of government is to help our citizens gain the time and the tools to make their",NA,NA,NA
"own choices and improve their own lives.",NA,NA,NA
"That's why I will continue to work to usher in a",NA,NA,NA
"new era of ownership and opportunity in America.",NA,NA,NA
"""",NA,NA,NA
"- President George W.",NA,NA,NA
"Bush",NA,NA,NA
"Ownership gives citizens a vital stake in their communities and their country.",NA,"503",NA
"By expanding ownership, we will help turn economic growth into lasting prosperity.",NA,"503",NA
"As Republicans, we trust people to make decisions about how to spend, save, and invest their own money.",NA,"503",NA
"We want individuals to own and control their income.",NA,"503",NA
"We want people to have a tangible asset that they can build and rely on, making their own choices and directing their own future.",NA,"503",NA
"Ownership should not be the preserve of the wealthy or the privileged.",NA,"503",NA
"As Republicans who believe in the power of ownership to create better lives, we want more people to own a home.",NA,"503",NA
"We want more people to own and build small businesses.",NA,"503",NA
"We want more people to own and control their health care.",NA,"505",NA
"We want more people to own personal retirement accounts.",NA,"504",NA
"With President Bush's leadership we have taken great strides in making the dream of ownership available to millions of Americans, and in the next four years the President and Republicans in Congress will unlock the door to ownership for many more.",NA,"503",NA
"Tax Relief: Making it Happen, Making it Permanent",NA,NA,NA
"George W. Bush ran for President on a promise of lower taxes, so that people could keep more of the income they earn.",NA,"402",NA
"He fulfilled that pledge.",NA,"402",NA
"The fundamental premise of tax relief is that everyone who pays income taxes should see their income taxes reduced.",NA,"402",NA
"The President offered a plan to lower all tax rates.",NA,"402",NA
"Republicans in Congress strongly supported the President's plan.",NA,"402",NA
"In 2001, President Bush signed historic tax relief into law.",NA,"402",NA
"This year, 43 million families with children are receiving an average tax cut of over $2,000.",NA,"402",NA
"The 2001 law:",NA,NA,NA
"• Created a new, low 10 percent income tax bracket;",NA,"402",NA
"• Lowered individual income tax rates for all Americans who pay income taxes;",NA,"402",NA
"• Doubled the child tax credit to $1,000;",NA,"402",NA
"• Reduced the marriage penalty for 33 million married couples;",NA,"402",NA
"•Expanded education IRAs, made pre-paid tuition plans tax-free, and created a deduction for higher education expenses;",NA,"402",NA
"• Phased-out the death tax that penalizes family-owned small businesses and farms;",NA,"402",NA
"•Simplified and expanded IRAs and 401(k)s so workers can save more for their retirement; and",NA,"402",NA
"• Increased the adoption tax credit and the child care tax credit.",NA,"402",NA
"President Bush and the Republican Congress built on the reforms of 2001 by passing the Jobs and Growth Act of 2003.",NA,"402",NA
"This legislation assisted our economic recovery by accelerating the 2001 tax relief and encouraging investment.",NA,"402",NA
"The tax rates on capital gains and dividend income were reduced to the same, lower rate of 15 percent to encourage saving and investment.",NA,"402",NA
"Seven million senior citizens who rely on dividend income are benefiting from this tax relief.",NA,"402",NA
"The law also quadrupled small business expensing so entrepreneurs can deduct from their taxes the first $100,000 of investment.",NA,"402",NA
"Because of the 2001 and 2003 tax cuts, 111 million families are receiving an average tax cut of over $1,500 and the overall tax burden on working Americans is the lowest it has been in 37 years.",NA,"402",NA
"We believe that good government is based on a system of limited taxes and spending.",NA,"402",NA
"Furthermore, we believe that the federal government should be limited and restricted to the functions mandated by the United States Constitution.",NA,"402",NA
"The taxation system should not be used to redistribute wealth or fund ever-increasing entitlements and social programs.",NA,"402",NA
"Many Democrats, however, believe the government has a right to claim the money earned by working Americans.",NA,"408",NA
"They fight any attempt to return the balance of power from Washington to individual families and businesses.",NA,"408",NA
"Furthermore, the slim majority held by Republicans in the Senate and the rules of the Senate make it difficult to pass permanent tax relief.",NA,"408",NA
"All of the tax relief provided over the last four years will be eliminated in the next six years if Congress does not take action to make the relief permanent.",NA,"408",NA
"Our Party endorses the President's proposals to make tax relief permanent, so that families and businesses can plan for the future with confidence.",NA,"408",NA
"Anything less will result in a significant tax increase on Americans.",NA,"408",NA
"Making the tax cuts permanent is a crucial first step toward expanding ownership and ensuring that America turns economic growth into lasting prosperity.",NA,"408",NA
"The only way to accomplish this goal is to elect a solid Republican majority to both houses of Congress.",NA,"408",NA
"We look forward to a new Congress with larger Republican majorities working with President Bush to ensure that taxes do not go back up on American families.",NA,"408",NA
"Increasing Saving",NA,NA,NA
"More than half of all Americans save and invest in private markets.",NA,"402",NA
"We want even more people to build assets that they own and can use to meet a variety of needs over the course of their lives.",NA,"402",NA
"In the past few years President Bush and Congressional Republicans have passed into law a variety of measures to improve, simplify, expand, and protect retirement savings in IRAs, 401(k)s, and other retirement plans.",NA,"402",NA
"Their actions:",NA,NA,NA
"• Increased the amount you can save each year tax-free.",NA,"402",NA
"• Made it easier to take your retirement plan from one job to the next.",NA,"402",NA
"•Allowed women who take time off from work to start a family to catch up on their missed retirement plan contributions.",NA,"402",NA
"•Required more disclosure for employer sponsored retirement plans and required that rules apply to both executives and rank-and-file employees.",NA,"402",NA
"Republicans will not rest on this success.",NA,"402",NA
"We will build upon it by promoting policies that encourage workers to save.",NA,"402",NA
"We support the President's proposal to create a new Lifetime Savings Account (LSA) so workers can save for a variety of needs, to consolidate the three types of current law IRAs into a single Retirement Savings Account (RSA), and to consolidate numerous employer-based retirement plans into a single Employer Retirement Savings Account (ERSA).",NA,"402",NA
"These account options will promote personal saving, which opens up more opportunities for the saver and increases private capital that is available to entrepreneurs for investing, growing the economy, and creating jobs.",NA,"402",NA
"Strengthening Social Security with Ownership",NA,NA,NA
"Social Security needs to be strengthened and enhanced for our children and grandchildren.",NA,"503",NA
"Republicans remain committed to the principles the President outlined:",NA,NA,NA
"•Anyone now receiving Social Security, or close to being eligible for it, is guaranteed that their benefits will not be cut and their taxes will not be raised.",NA,"503",NA
"Social Security is a promise made by this country to its citizens and Republicans will keep that promise.",NA,"503",NA
"•Key changes to Social Security should merit bipartisan agreement so all improvements are a win for the American people rather than a political victory for any one party.",NA,"503",NA
"•Personal retirement accounts must be the cornerstone of strengthening and enhancing Social Security.",NA,"503",NA
"Each of today's workers should be free to direct a portion of their payroll taxes to personal investments for their retirement.",NA,"503",NA
"It is crucial that individuals be offered a variety of investment alternatives and that detailed information be provided to each participant to help them judge the risks and benefits of each plan.",NA,"503",NA
"Today's financial markets offer a variety of investment options, including some that guarantee a rate of return higher than the current Social Security system with no risk to the investor.",NA,"503",NA
"• Young people deserve to know their Social Security will in fact be there when they retire, just as we have guaranteed it to their grandparents and parents today.",NA,"503",NA
"This new generation of American workers deserves to have ownership of their future.",NA,"503",NA
"They must have choices.",NA,"503",NA
"•Assets in personal accounts should belong to each individual.",NA,"402",NA
"Every American should have the opportunity to build a nest egg for the future and pass along that money to their children or grandchildren, who could use the funds to pay for college, buy a home, start a small business, or begin saving for their own retirement.",NA,"402",NA
"•Choice is the key.",NA,"402",NA
"Any new options for retirement security should be voluntary, so workers can choose to remain in the current system or opt for something different.",NA,"402",NA
"This is a challenge that demands leadership.",NA,"402",NA
"President Bush has shown this leadership by proposing a bold alternative to the collapse of Social Security.",NA,"402",NA
"Along with Americans everywhere, we pledge to join him in this endeavor of a lifetime.",NA,"402",NA
"Individual ownership of voluntary personal retirement accounts for today's workers will make Social Security more equitable, but, just as importantly, will put the system on sure financial footing.",NA,"504",NA
"Fifty years ago there were 16 workers to support every one beneficiary of Social Security.",NA,"504",NA
"Today there are just 3. 3 workers for each beneficiary.",NA,"504",NA
"By the time young men and women who are entering the workforce today turn 65, there will be only two workers for each beneficiary.",NA,"504",NA
"Doing nothing is not an option.",NA,"504",NA
"We must keep faith with both the past and the future by strengthening and enhancing Social Security.",NA,"504",NA
"We believe that everyone who participates in the Social Security program should use legal and accurate identification.",NA,"504",NA
"President Bush formed a bipartisan commission that recommended three models for reform and many Republicans in Congress have exhibited leadership in sponsoring six different bills.",NA,"504",NA
"Non-partisan analysis of these proposals shows that each strengthens Social Security and that each shares a common characteristic: giving workers the option of supplementing Social Security with personal retirement accounts that they own.",NA,"504",NA
"Our Party supports the efforts of President Bush and Congressional Republicans to enact legislation during the next term.",NA,"504",NA
"Homeownership",NA,NA,NA
"Homeownership is central to the American dream, and Republicans want to make it a reality for everyone.",NA,"402",NA
"That starts with access to capital for entrepreneurs and access to credit for consumers.",NA,"402",NA
"Both have improved immensely in the past four years, resulting in record levels of homeownership.",NA,"402",NA
"For the first time, more than half of all minorities own their home.",NA,"705",NA
"We support the President's goal of increasing the number of minority homeowners by at least 5. 5 million families by the end of the decade.",NA,"705",NA
"Since President Bush announced his initiative in 2002, an additional 1. 6 million minorities have become homeowners.",NA,"705",NA
"The Self-Help Homeownership Opportunities Program helps low-income families purchase a home.",NA,"402",NA
"The most significant barrier to homeownership is the down payment.",NA,"402",NA
"We support efforts to reduce that barrier, like the American Dream Downpayment Act and Zero Downpayment Mortgages.",NA,"402",NA
"The President and Congress have taken action to provide counseling and education to help first-time homebuyers navigate the process of buying a home.",NA,"402",NA
"The Administration has also taken steps to alert people to the dangers of predatory lending, in an effort to help Americans maintain a positive credit history.",NA,"402",NA
"Affordable housing is in the national interest.",NA,"402",NA
"That is why the mortgage interest deduction for primary residences was put into the federal tax code and why tax reform of any kind should continue to encourage homeownership.",NA,"402",NA
"We support efforts to enact the Single-Family Affordable Housing Tax Credit.",NA,"402",NA
"At the same time, a balanced national housing policy must recognize that decent housing includes apartments, and addresses the needs of all citizens, including renters.",NA,"402",NA
"In many areas, housing prices are higher than they need to be because of regulations that drive up building costs.",NA,"301",NA
"Some regulation is of course necessary, and so is sensible zoning.",NA,"301",NA
"We urge states and localities to work with local builders and lenders to eliminate unnecessary burdens that price many families out of the market.",NA,"301",NA
"We see no role for any federal regulation of homebuilding.",NA,"301",NA
